Speed (knots),Course (degrees),Latitude,Longitude,Anomaly
17.483570765056164,60.56516847905708,-33.7218634160605,-55.917669235482805,0
14.308678494144077,68.37650771796721,-57.91804219591498,-54.02572784229325,0
18.23844269050346,165.85638168537918,64.65279589399951,15.48450360516441,0
22.615149282040125,103.06075036029873,-17.365902028698706,-41.939322798273444,0
13.82923312638332,89.0866732439327,-18.26213141423115,-179.48673781648824,0
13.829315215254097,232.2855520391994,-59.4203985348084,83.43792903131545,0
22.896064077536955,234.34982827867603,-21.048178304559837,90.61813493225402,0
18.837173645764544,296.82614512797454,66.89103233919303,88.91085768723737,0
12.652628070325239,150.3750841102713,-24.636832111865537,-55.792560020232024,0
17.712800217929825,26.310632769414084,81.28864124996186,8.024210392021892,0
12.682911535937688,98.51989857172477,80.33560185750974,-50.409533456399,0
12.671351232148716,352.8019667508541,-63.918241324677716,-174.22689598896753,1
16.20981135783017,214.65308708377276,-58.08397436592392,22.481618857710753,0
5.43359877671101,255.5053505283673,65.28133265974004,-135.44616020975602,0
6.375410837434837,2.648818665149233,-19.303034593550542,-151.18512332708139,0
12.188562353795136,186.55406358570752,-89.21268318905832,91.97966473084338,0
9.93584439832788,13.510316711449125,-40.70307245303322,-176.57776712948197,0
16.571236662976368,204.92287635292126,17.573218775200793,165.24303969914143,0
10.459879622393945,331.4775058689871,53.86787387279424,5.491931080527679,0
7.9384814933235415,348.63088698014684,-65.99004892321328,173.88591505421343,0
22.32824384460777,194.5989631400127,-70.10255440498764,-159.12087390982498,0
13.871118497567322,164.95372989079775,75.97667764301968,30.070637591728765,0
15.33764102343962,340.20615392945786,45.20670620806488,-54.24226704867197,0
7.8762590689327165,242.49953951881025,16.16032814005412,123.65369741314288,0
12.278086377374088,23.363740633827405,48.453622199267045,-49.95981531565694,0
15.55461294854933,167.66120796029912,-12.80621496480508,-86.22447153935433,0
9.245032112888486,86.48820664714941,46.52203451564278,128.71912575596878,0
16.87849009172836,169.12955572152535,-23.075461570583563,-45.12488700482604,0
11.996806550405974,163.96760592229023,-46.06297695133158,-173.94000485019788,0
13.541531251033616,209.57212901330712,41.222415832734356,-39.49592369783984,0
11.991466938853016,128.43737652573046,-14.458987411691703,55.628016843939086,0
24.261390922544688,59.1373618041341,86.64787877871507,-88.43056602970253,0
14.932513876310331,181.33899645238427,-27.09266718454182,-24.48446672694338,0
9.711445355220501,298.8730383644743,75.91093569559187,-159.5825502183988,0
19.112724560515947,239.04440210433683,77.93325874207432,31.713404945024596,0
8.895781750144888,121.8124317330777,-46.4664695283457,92.26617258974176,0
16.044317975023777,336.7882881931886,53.67981268584241,-31.2074778956003,0
5.201649380601122,328.3947256497056,-12.046589073978275,-28.71625219147438,0
8.359069755507848,75.36542377827556,75.15445090146265,-148.2183005094301,0
15.984306179345618,14.190330643330672,-8.977630925657017,-107.30128877568627,0
18.692332899977053,266.8711350062744,43.9746691207259,-124.31689087395144,0
15.856841405949853,297.9396940856952,-5.9458663505163845,-6.592403281846337,0
14.421758588058797,348.4312437424879,-48.995863971685885,10.53199474227004,0
13.494481522053556,320.34110187179186,-54.11697678995647,161.6184472623336,0
7.607390048162863,216.19251655430935,-13.422385033857797,-153.6366584601958,0
11.400778958026457,190.8188421164571,45.98903826255869,35.95247033581697,0
12.696806145201062,10.022778454531064,18.912867332538028,9.539469838166873,0
20.28561113109458,88.79632086412002,33.95327218209779,5.8439152568985,0
16.71809144784231,165.4613106238535,-39.18125686825036,134.33734345781752,0
6.18479922318633,226.2614040300844,-3.3416377276310083,-106.00615054962486,0
16.620419846973974,200.61065999462784,-82.00885230552115,-165.32162123710629,0
13.074588597918417,267.3489562854086,57.15583487246172,62.01774274830931,0
11.615389998470206,100.71609511933471,88.18058920317743,-55.74331291104715,0
18.05838144420434,203.38293875489038,-16.76176872755924,-173.66763016349114,0
