Temperature_C,Reflectance_RGB,SAR_Backscatter_dB,Wave_Height_m,Hydrocarbon_PPM,Fluorescence_Response,AIS_Anomaly,Anomaly,Image_Resolution
13.009767468109478,0.479019576548101,-10.966445401777353,2.507255114589105,4.479459576308535,0.4634533702714979,0,0,20x20
18.006471966707966,0.5346883690985119,-10.471729490576156,0.5851673116654689,3.1520124990585057,0.3991212461347061,0,0,30x30
22.173819880978986,0.3380928347004841,-9.454985666909531,0.9758629741842069,0.778458169678749,0.19149656841868593,0,0,20x20
17.70068996639874,0.35664600884039666,-11.541741255297012,2.8346805687513688,2.7790985495738063,0.25931891859530687,0,0,20x20
26.79230632328735,0.32630663923254044,-14.174788188220008,1.4162737177949638,4.808057420649154,0.27735657410880166,0,0,30x30
25.135766487654486,0.4091564423969036,-11.148797296763219,1.8147809308722653,1.507568088587059,0.16947439169435097,0,0,10x10
22.93411616672106,0.324231429490893,-8.913305874902058,2.3306841260360898,0.7461389480838249,0.38789520536554134,0,0,20x20
18.802566721061794,0.47850147437587187,-9.581640079374829,2.422693861293489,4.6624900644645635,0.17568422809148992,0,0,10x10
15.10261525407847,0.5125480958142936,-6.314010203295494,0.86976889451038,4.71639180565447,0.313771238282159,0,0,10x10
18.173099721500826,0.36563943479495625,-7.29871073579201,1.3258796742297483,4.335013118576535,0.16004897658775255,0,0,20x20
24.535623946899875,0.1399763593796118,-22.175174077300824,0.3967157147704956,8436.765157430127,8.325702514840604,1,1,200x200
11.199359535817708,0.305598447308984,-8.945269608319487,2.2828187092687386,1.910125426028067,0.41741340786384906,0,0,30x30
15.208885255673781,0.4489823798733117,-10.84057025210854,0.6028265818338914,3.618978664903776,0.3207990799794298,0,0,30x30
12.951547900366284,0.15781810587441797,-21.449092634786652,0.5463334336330271,9847.501018605528,6.064181926433523,1,1,200x200
15.26525952571503,0.4135460109573136,-11.4037604895839,1.4109998347823725,1.8668845054038048,0.4336421173588282,0,0,20x20
24.26076795306472,0.31356873329202045,-9.525433670617428,2.480829743345799,1.7603369080494642,0.43693522250880423,0,0,20x20
24.29133088181292,0.4486783778569289,-7.033109379035127,0.575966023104897,4.4266568137249145,0.49389554177262474,0,0,20x20
30.20937203523037,0.2710619379914545,-19.814733969378985,1.0934048147532647,2884.7402961596363,9.105817595796573,1,1,50x50
22.813919592974877,0.5644396315804294,-12.877651681317047,1.4373305499373936,2.814552156938488,0.434517594068743,0,0,10x10
23.08291567392523,0.37875885323501285,-9.471063298999745,1.3688875398505858,1.5151139257694761,0.48057072114571564,0,0,20x20
23.00126184782138,0.548619932849705,-13.01234315003692,1.2126619247228545,1.0919216525249864,0.2695545141491309,0,0,30x30
31.266593645466312,0.18274668287736823,-22.557280721487476,0.35071450124057924,4374.542864590724,7.532159197552434,0,1,50x50
17.727800312432368,0.3571234123810695,-5.165789728813374,1.1596248940872427,4.2354523232558705,0.14858530204792697,0,0,10x10
10.56109689231076,0.5374886432658197,-12.523997518587144,0.9476006750744083,3.7903096448684455,0.4553185796820478,0,0,20x20
11.474362492213695,0.44208160669643726,-5.854098886751508,2.3993692973322807,3.2467775605015916,0.11995648752831341,0,0,30x30
29.282022880524767,0.5274016976816978,-12.089125470219239,1.421663819743232,4.3731834141054735,0.1567222440538749,0,0,20x20
19.77517135632027,0.1425918905713193,-18.021976647194442,0.9036689288046892,1583.3061516136395,3.5456056035814942,1,1,50x50
18.86834643826926,0.10147064737135698,-20.872605149028498,0.9405125129234068,4388.028762542651,8.467281445096964,0,1,100x100
22.871688031980153,0.5871779128582384,-11.178560409841216,2.722981906847993,1.3702762368252264,0.2994078320052589,0,0,20x20
22.174137776862036,0.43392176716971653,-7.372630538458975,1.8568728996572175,4.1240412177356305,0.15346576300632458,0,0,30x30
18.881075255988826,0.4672976856581048,-10.229364056148057,1.843779054982519,0.25052303779066976,0.4800858534661414,0,0,10x10
25.622352563102176,0.3657917211385578,-10.399324356267474,2.4688485270902616,1.5988150441413858,0.29615665253070095,0,0,30x30
29.593693104543732,0.3899679542833735,-9.318641166236592,1.529784928288695,4.700438977889972,0.15691002840418108,0,0,20x20
29.464611961547426,0.3229293580077702,-14.527801569283188,1.3637776065209748,4.426217036021651,0.23927784844421016,0,0,10x10
17.725606662133405,0.17463322708800133,-18.029061290820305,1.2592762839093907,2228.960312427215,7.8724105405773805,0,1,100x100
14.327869572271206,0.46871002231753334,-6.359032519840834,2.5550561018836784,2.155040691927984,0.29581433458476775,0,0,10x10
13.198032601128498,0.10808290690991107,-24.98549477512371,1.2905789918537318,9976.933681885861,3.1158551404548103,0,1,200x200
17.088666259068123,0.3098447336088403,-12.073284842311828,0.927149169668985,0.8969561628675277,0.2544993489498846,0,0,10x10
31.66382130195582,0.26852263868145737,-17.43305221248235,1.054028802329073,3051.6760283066324,4.184428048962438,0,1,200x200
12.069041217811948,0.4658680676239033,-13.098645903783536,1.381394116492211,3.141514696124027,0.30398234385854994,0,0,10x10
26.26722889091213,0.5653210295404014,-10.170187908529543,1.9681201005613298,3.054808563674756,0.3056040536941549,0,0,30x30
22.69514128552624,0.39716910387654786,-5.472463299161431,2.4575300938602758,0.2056646313979521,0.43932721257660956,0,0,10x10
20.70265465954397,0.5455013987770092,-14.495102838740676,0.9491124517141685,4.918352179194645,0.4646801696885231,0,0,10x10
15.196227429525067,0.4889488209713233,-10.13571742923021,1.1606198486804087,2.665371125048772,0.34481047655673147,0,0,20x20
25.499410004671077,0.43250360653174436,-13.773231166480183,1.6383212888235925,3.7633782834621154,0.17362116885560863,0,0,30x30
